        2	2015-02-10 10:33:48	1	0	1	0
       82	2015-02-10 10:36:05	1	0	1	0
       81	2015-02-10 10:36:17	1	0	1	0
       52	2015-02-09 11:16:51	1	0	1	0
       68	2015-02-09 12:09:07	1	0	1	0
      999	2015-02-09 12:48:37	1	0	1	0
        3	2015-02-09 12:51:06	1	0	1	0
       81	2015-02-09 12:51:12	1	0	1	0
        1	2015-02-09 12:56:14	1	0	1	0
       68	2015-02-09 13:26:09	1	0	1	0
       65	2015-02-09 13:51:17	1	0	1	0
       15	2015-02-09 13:55:52	1	0	1	0
       58	2015-02-09 13:56:55	1	0	1	0
       76	2015-02-09 14:01:26	1	0	1	0
       45	2015-02-09 14:12:15	1	0	1	0
       14	2015-02-09 14:16:36	1	0	1	0
       25	2015-02-09 14:17:58	1	0	1	0
       82	2015-02-09 14:23:32	1	0	1	0
        3	2015-02-09 14:26:09	1	0	1	0
        1	2015-02-09 14:28:08	1	0	1	0
       28	2015-02-09 14:31:47	1	0	1	0
        4	2015-02-09 14:36:23	1	0	1	0
       81	2015-02-09 14:41:25	1	0	1	0
       51	2015-02-09 15:25:49	1	0	1	0
       51	2015-02-09 15:25:52	1	0	1	0
       77	2015-02-09 15:58:59	1	0	1	0
       77	2015-02-09 15:59:06	1	0	1	0
       36	2015-02-09 16:01:44	1	0	1	0
       71	2015-02-09 16:09:45	1	0	1	0
       78	2015-02-09 16:09:51	1	0	1	0
       63	2015-02-09 16:11:17	1	0	1	0
       17	2015-02-09 16:19:33	1	0	1	0
       74	2015-02-09 16:25:44	1	0	1	0
       47	2015-02-09 16:32:37	1	0	1	0
       69	2015-02-09 16:45:38	1	0	1	0
       30	2015-02-09 16:45:51	1	0	1	0
       66	2015-02-09 16:46:01	1	0	1	0
       30	2015-02-09 16:46:10	1	0	1	0
       69	2015-02-09 16:46:13	1	0	1	0
       73	2015-02-09 16:56:02	1	0	1	0
       59	2015-02-09 16:58:28	1	0	1	0
       75	2015-02-09 16:59:25	1	0	1	0
        9	2015-02-09 17:01:54	1	0	1	0
        9	2015-02-09 17:01:59	1	0	1	0
       12	2015-02-09 17:04:31	1	0	1	0
       68	2015-02-09 17:38:54	1	0	1	0
        3	2015-02-09 18:03:36	1	0	1	0
        4	2015-02-09 18:04:45	1	0	1	0
        1	2015-02-09 18:21:09	1	0	1	0
       82	2015-02-09 18:22:39	1	0	1	0
       81	2015-02-09 18:52:40	1	0	1	0
       48	2015-02-09 18:53:33	1	0	1	0
        2	2015-02-09 18:56:23	1	0	1	0
       28	2015-02-09 21:39:13	1	0	1	0
       58	2015-02-09 21:56:55	1	0	1	0
       76	2015-02-09 21:57:15	1	0	1	0
       79	2015-02-09 21:57:51	1	0	1	0
       15	2015-02-09 22:01:11	1	0	1	0
       11	2015-02-09 22:05:57	1	0	1	0
        7	2015-02-09 22:06:06	1	0	1	0
       34	2015-02-09 22:06:36	1	0	1	0
       65	2015-02-09 22:48:58	1	0	1	0
       48	2015-02-10 05:24:26	1	0	1	0
       25	2015-02-10 05:57:00	1	0	1	0
       11	2015-02-10 06:00:03	1	0	1	0
       34	2015-02-10 06:00:47	1	0	1	0
       14	2015-02-10 06:00:55	1	0	1	0
       45	2015-02-10 06:01:55	1	0	1	0
        7	2015-02-10 06:06:50	1	0	1	0
       79	2015-02-10 06:35:32	1	0	1	0
       74	2015-02-10 07:00:33	1	0	1	0
       66	2015-02-10 07:03:59	1	0	1	0
       69	2015-02-10 07:07:13	1	0	1	0
       73	2015-02-10 07:11:27	1	0	1	0
       78	2015-02-10 07:12:34	1	0	1	0
       75	2015-02-10 07:12:43	1	0	1	0
       21	2015-02-10 07:14:08	1	0	1	0
       17	2015-02-10 07:14:42	1	0	1	0
       30	2015-02-10 07:15:23	1	0	1	0
       49	2015-02-10 07:17:05	1	0	1	0
       36	2015-02-10 07:17:22	1	0	1	0
       63	2015-02-10 07:18:48	1	0	1	0
        9	2015-02-10 07:21:18	1	0	1	0
       59	2015-02-10 07:21:23	1	0	1	0
       77	2015-02-10 07:23:47	1	0	1	0
       71	2015-02-10 07:24:14	1	0	1	0
       83	2015-02-10 07:24:39	1	0	1	0
       47	2015-02-10 07:24:47	1	0	1	0
       51	2015-02-10 07:25:15	1	0	1	0
       27	2015-02-10 07:26:17	1	0	1	0
       68	2015-02-10 07:27:14	1	0	1	0
        3	2015-02-10 07:55:10	1	0	1	0
       82	2015-02-10 07:57:25	1	0	1	0
        4	2015-02-10 07:59:31	1	0	1	0
        1	2015-02-10 08:02:40	1	0	1	0
        5	2015-02-10 08:04:00	1	0	1	0
       20	2015-02-10 08:04:06	1	0	1	0
       81	2015-02-10 08:04:19	1	0	1	0
       22	2015-02-10 08:09:20	1	0	1	0
       72	2015-02-10 08:14:35	1	0	1	0
        2	2015-02-10 09:18:51	1	0	1	0
       68	2015-02-10 12:07:27	1	0	1	0
       47	2015-02-10 12:29:37	1	0	1	0
        3	2015-02-10 12:37:41	1	0	1	0
        4	2015-02-10 12:38:32	1	0	1	0
       81	2015-02-10 12:39:17	1	0	1	0
       82	2015-02-10 12:40:31	1	0	1	0
        1	2015-02-10 12:46:44	1	0	1	0
       68	2015-02-10 13:25:52	1	0	1	0
       47	2015-02-10 13:26:50	1	0	1	0
       15	2015-02-10 13:41:13	1	0	1	0
       58	2015-02-10 13:58:38	1	0	1	0
       76	2015-02-10 14:02:18	1	0	1	0
       65	2015-02-10 14:06:00	1	0	1	0
       14	2015-02-10 14:12:14	1	0	1	0
       45	2015-02-10 14:13:29	1	0	1	0
       25	2015-02-10 14:14:04	1	0	1	0
       82	2015-02-10 14:24:02	1	0	1	0
        1	2015-02-10 14:29:16	1	0	1	0
        3	2015-02-10 14:36:20	1	0	1	0
        4	2015-02-10 14:38:18	1	0	1	0
       81	2015-02-10 14:38:30	1	0	1	0
       51	2015-02-10 15:31:42	1	0	1	0
       51	2015-02-10 15:31:46	1	0	1	0
       28	2015-02-10 15:53:04	1	0	1	0
       69	2015-02-10 16:03:17	1	0	1	0
       59	2015-02-10 16:03:49	1	0	1	0
       75	2015-02-10 16:03:53	1	0	1	0
       66	2015-02-10 16:03:59	1	0	1	0
       30	2015-02-10 16:04:05	1	0	1	0
       71	2015-02-10 16:04:29	1	0	1	0
       74	2015-02-10 16:21:17	1	0	1	0
       12	2015-02-10 16:47:38	1	0	1	0
       47	2015-02-10 17:00:26	1	0	1	0
       77	2015-02-10 17:04:11	1	0	1	0
       36	2015-02-10 17:07:48	1	0	1	0
       28	2015-02-10 17:11:55	1	0	1	0
       63	2015-02-10 17:19:35	1	0	1	0
       68	2015-02-10 17:40:16	1	0	1	0
        3	2015-02-10 18:05:42	1	0	1	0
        4	2015-02-10 18:09:06	1	0	1	0
        1	2015-02-10 18:36:39	1	0	1	0
       82	2015-02-10 18:47:43	1	0	1	0
       49	2015-02-10 18:52:23	1	0	1	0
       83	2015-02-10 18:52:29	1	0	1	0
        9	2015-02-10 19:10:30	1	0	1	0
       78	2015-02-10 19:16:25	1	0	1	0
       17	2015-02-10 19:21:40	1	0	1	0
       48	2015-02-10 19:24:58	1	0	1	0
       81	2015-02-10 19:55:52	1	0	1	0
        2	2015-02-10 19:55:59	1	0	1	0
       27	2015-02-10 21:21:42	1	0	1	0
       15	2015-02-10 21:47:48	1	0	1	0
       58	2015-02-10 21:54:09	1	0	1	0
       79	2015-02-10 21:54:42	1	0	1	0
       76	2015-02-10 21:55:32	1	0	1	0
       11	2015-02-10 21:59:53	1	0	1	0
       34	2015-02-10 22:00:08	1	0	1	0
        7	2015-02-10 22:08:19	1	0	1	0
       65	2015-02-10 22:08:34	1	0	1	0
       48	2015-02-11 05:28:42	1	0	1	0
        7	2015-02-11 06:00:02	1	0	1	0
       11	2015-02-11 06:00:08	1	0	1	0
       34	2015-02-11 06:00:19	1	0	1	0
       14	2015-02-11 06:02:55	1	0	1	0
       45	2015-02-11 06:03:30	1	0	1	0
       51	2015-02-11 06:11:17	1	0	1	0
       79	2015-02-11 06:38:31	1	0	1	0
       27	2015-02-11 06:44:54	1	0	1	0
       73	2015-02-11 07:00:08	1	0	1	0
       66	2015-02-11 07:00:13	1	0	1	0
       74	2015-02-11 07:02:19	1	0	1	0
       69	2015-02-11 07:12:18	1	0	1	0
       21	2015-02-11 07:12:46	1	0	1	0
       21	2015-02-11 07:13:19	1	0	1	0
       36	2015-02-11 07:14:37	1	0	1	0
       30	2015-02-11 07:19:22	1	0	1	0
        5	2015-02-11 07:19:42	1	0	1	0
       63	2015-02-11 07:19:54	1	0	1	0
       78	2015-02-11 07:20:14	1	0	1	0
        9	2015-02-11 07:22:15	1	0	1	0
       59	2015-02-11 07:22:29	1	0	1	0
       75	2015-02-11 07:23:28	1	0	1	0
       47	2015-02-11 07:23:54	1	0	1	0
       17	2015-02-11 07:24:53	1	0	1	0
       68	2015-02-11 07:26:41	1	0	1	0
       83	2015-02-11 07:27:18	1	0	1	0
