      119	2011-09-13 10:53:22	1	2	1	0
      111	2011-09-13 10:53:35	1	0	1	0
      127	2011-09-13 10:53:49	1	0	1	0
      126	2011-09-13 10:54:01	1	0	1	0
      128	2011-09-13 10:54:10	1	0	1	0
      132	2011-09-13 10:54:17	1	0	1	0
      131	2011-09-13 10:54:23	1	0	1	0
      121	2011-09-13 10:54:29	1	0	1	0
      129	2011-09-13 10:54:52	1	0	1	0
      124	2011-09-13 10:55:01	1	0	1	0
      124	2011-09-13 10:55:04	1	0	1	0
      122	2011-09-13 10:55:09	1	0	1	0
      122	2011-09-13 10:55:21	1	0	1	0
      125	2011-09-13 10:56:12	1	0	1	0
      125	2011-09-13 10:56:15	1	0	1	0
      125	2011-09-13 10:56:28	1	0	1	0
      104	2011-09-13 10:57:54	1	0	1	0
      104	2011-09-13 10:57:57	1	0	1	0
      100	2011-09-13 11:02:54	1	0	1	0
      117	2011-09-13 11:03:12	1	0	1	0
      108	2011-09-13 11:03:27	1	0	1	0
      111	2011-09-13 11:03:39	1	0	1	0
      108	2011-09-13 11:03:45	1	0	1	0
      108	2011-09-13 11:03:51	1	0	1	0
      102	2011-09-13 11:05:13	1	0	1	0
      105	2011-09-13 11:07:21	1	0	1	0
      102	2011-09-13 11:11:09	1	0	1	0
      107	2011-09-13 11:11:16	1	0	1	0
      113	2011-09-13 11:11:22	1	0	1	0
      103	2011-09-13 11:11:29	1	0	1	0
      103	2011-09-13 11:11:54	1	0	1	0
      130	2011-09-13 11:13:40	1	0	1	0
      114	2011-09-13 11:14:42	1	0	1	0
      114	2011-09-13 11:14:46	1	0	1	0
      112	2011-09-13 11:21:19	1	0	1	0
      109	2011-09-13 11:24:27	1	0	1	0
      118	2011-09-13 11:24:59	1	0	1	0
      118	2011-09-13 11:25:18	1	0	1	0
      118	2011-09-13 11:25:30	1	0	1	0
      106	2011-09-13 11:28:15	1	0	1	0
      106	2011-09-13 11:28:18	1	0	1	0
      103	2011-09-13 11:28:42	1	0	1	0
      106	2011-09-13 11:29:05	1	0	1	0
      106	2011-09-13 11:30:07	1	0	1	0
      106	2011-09-13 11:30:16	1	0	1	0
      106	2011-09-13 11:30:20	1	0	1	0
      133	2011-09-13 11:33:55	1	0	1	0
      133	2011-09-13 11:34:00	1	0	1	0
      133	2011-09-13 11:34:04	1	0	1	0
      133	2011-09-13 11:34:11	1	0	1	0
      103	2011-09-13 12:29:26	1	0	1	0
      119	2011-09-13 13:17:30	1	0	1	0
      108	2011-09-13 13:38:18	1	0	1	0
      103	2011-09-13 15:00:10	1	0	1	0
      118	2011-09-13 15:00:26	1	0	1	0
      107	2011-09-13 15:00:35	1	0	1	0
      102	2011-09-13 15:00:44	1	0	1	0
      113	2011-09-13 15:00:57	1	0	1	0
      106	2011-09-13 15:01:14	1	0	1	0
      109	2011-09-13 15:01:39	1	0	1	0
      112	2011-09-13 15:02:12	1	0	1	0
      105	2011-09-13 15:03:18	1	0	1	0
      130	2011-09-13 15:04:27	1	0	1	0
      108	2011-09-13 15:16:40	1	0	1	0
      108	2011-09-13 15:16:44	1	0	1	0
      104	2011-09-13 15:17:07	1	0	1	0
      111	2011-09-13 15:17:24	1	0	1	0
      116	2011-09-13 15:17:48	1	0	1	0
      100	2011-09-13 15:18:08	1	0	1	0
      101	2011-09-13 15:32:43	1	0	1	0
      128	2011-09-13 17:30:10	1	0	1	0
      127	2011-09-13 17:30:20	1	0	1	0
      125	2011-09-13 17:30:26	1	0	1	0
      124	2011-09-13 17:30:32	1	0	1	0
      126	2011-09-13 17:30:46	1	0	1	0
      122	2011-09-13 17:30:52	1	0	1	0
      121	2011-09-13 17:30:58	1	0	1	0
      132	2011-09-13 17:31:04	1	0	1	0
      131	2011-09-13 17:37:26	1	0	1	0
      129	2011-09-13 17:38:42	1	0	1	0
      119	2011-09-13 18:10:13	1	0	1	0
      114	2011-09-13 19:10:29	1	0	1	0
      115	2011-09-13 19:10:37	1	0	1	0
      119	2011-09-13 21:15:36	1	0	1	0
      127	2011-09-13 21:18:30	1	0	1	0
      124	2011-09-13 21:35:07	1	0	1	0
      125	2011-09-13 21:35:13	1	0	1	0
      129	2011-09-13 21:35:20	1	0	1	0
      121	2011-09-13 21:35:26	1	0	1	0
      128	2011-09-13 21:35:33	1	0	1	0
